nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;ena_data;ena_bruta_res_mwmed;ena_bruta_res_percentualmlt;ena_armazenavel_res_mwmed;ena_armazenavel_res_percentualmlt
I. SOLTEIRA;34;Reservatório com Usina;PARANA;;SE;SUDESTE;2007-01-01;4340.0;126.3;4340.0;126.3
IBITINGA;39;Fio dagua;TIETE;;SE;SUDESTE;2007-01-01;141.0;81.76;141.0;81.76
IGARAPAVA;10;Fio dagua;GRANDE;;SE;SUDESTE;2007-01-01;327.0;104.86;327.0;104.86
ILHA + T. IRMÃOS;44;Reservatório Fictício;PARANA;;SE;SUDESTE;2007-01-01;0.0;;0.0;
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2007-01-01;189.0;83.71;189.0;83.71
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;;SE;SUDESTE;2007-01-01;603.0;119.64;603.0;119.64
ITÁ;92;Fio dagua;URUGUAI;;S;SUL;2007-01-01;450.0;70.29;450.0;70.29
ITAIPU;66;Fio dagua;PARANA;;SE;SUDESTE;2007-01-01;17752.0;116.12;14035.0;91.81
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2007-01-01;2305.0;111.73;2305.0;111.73
ITAPEBI;154;Fio dagua;JEQUITINHONHA;;NE;NORDESTE;2007-01-01;529.0;91.92;529.0;91.92
ITAUBA;113;Fio dagua;JACUI;;S;SUL;2007-01-01;105.0;73.23;105.0;73.23
ITIQUIRA I;304;Fio dagua;PARAGUAI;;SE;SUDESTE;2007-01-01;79.0;102.58;37.0;48.04
ITIQUIRA II;305;Fio dagua;PARAGUAI;;SE;SUDESTE;2007-01-01;129.0;102.89;129.0;102.89
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-01-01;2611.0;143.12;2611.0;143.12
ITUTINGA;2;Fio dagua;GRANDE;;SE;SUDESTE;2007-01-01;34.0;56.17;34.0;56.17
JACUI;112;Fio dagua;JACUI;;S;SUL;2007-01-01;92.0;79.15;92.0;79.15
JAGUARA;9;Fio dagua;GRANDE;;SE;SUDESTE;2007-01-01;838.0;103.86;838.0;103.86
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2007-01-01;25.0;110.84;25.0;110.84
JAURU;195;Fio dagua;PARAGUAI;;SE;SUDESTE;2007-01-01;89.0;99.74;64.0;71.72
JORDÃO;73;Reservatório sem usina;IGUACU;;S;SUL;2007-01-01;0.0;;0.0;
JUPIA;45;Fio dagua;PARANA;;SE;SUDESTE;2007-01-01;2430.0;121.99;2430.0;121.99
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2007-01-01;88.0;90.6;88.0;90.6
L. C. BARRETO;8;Fio dagua;GRANDE;;SE;SUDESTE;2007-01-01;1156.0;103.77;1156.0;103.77
LAJEADO;261;Fio dagua;TOCANTINS;;SE;SUDESTE;2007-01-01;638.0;45.07;638.0;45.07
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;;SE;SUDESTE;2007-01-01;0.0;;0.0;
LIMOEIRO;16;Fio dagua;GRANDE;;SE;SUDESTE;2007-01-01;39.0;118.45;39.0;118.45
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;2007-01-01;665.0;102.86;665.0;102.86
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;2007-01-01;311.0;66.14;311.0;66.14
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;2007-01-01;102.0;65.22;102.0;65.22
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;2007-01-01;1801.0;112.31;1801.0;112.31
MASCARENHAS;144;Fio dagua;DOCE;;SE;SUDESTE;2007-01-01;529.0;159.74;110.0;33.22
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-01-01;533.0;145.83;533.0;145.83
MONTE CLARO;98;Fio dagua;JACUI;;S;SUL;2007-01-01;32.0;54.37;26.0;44.18
MOXOTO;173;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2007-01-01;501.0;111.75;501.0;111.75
N. AVANHANDAVA;42;Fio dagua;TIETE;;SE;SUDESTE;2007-01-01;231.0;74.15;231.0;74.15
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2007-01-01;379.0;100.76;379.0;100.76
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-01-01;804.0;154.73;804.0;154.73
OURINHOS;249;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-01-01;38.0;77.28;38.0;77.28
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2007-01-01;1956.0;111.83;1956.0;111.83
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2007-01-01;2793.0;111.81;2793.0;111.81
P. COLOMBIA;12;Fio dagua;GRANDE;;SE;SUDESTE;2007-01-01;575.0;115.85;575.0;115.85
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2007-01-01;99.0;134.38;99.0;134.38
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;2007-01-01;77.0;96.91;77.0;96.91
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;2007-01-01;41.0;77.76;41.0;77.76
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;2007-01-01;66.0;44.93;66.0;44.93
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2007-01-01;379.0;51.38;379.0;51.38
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2007-01-01;61.0;103.26;61.0;103.26
PICADA;126;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2007-01-01;63.0;90.16;53.0;75.85
PIRAJU;48;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-01-01;67.0;86.01;66.0;84.72
PONTE DE PEDRA;281;Fio dagua;PARAGUAI;;SE;SUDESTE;2007-01-01;217.0;112.35;150.0;77.66
PONTE NOVA;105;Reservatório sem usina;TIETE;;SE;SUDESTE;2007-01-01;0.0;;0.0;
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;2007-01-01;174.0;135.53;65.0;50.63
PORTO PRIMAVERA;46;Fio dagua;PARANA;;SE;SUDESTE;2007-01-01;2194.0;113.72;1858.0;96.31
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;2007-01-01;174.0;75.92;174.0;75.92
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;2007-01-01;67.0;110.82;67.0;110.82
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2007-01-01;123.0;95.66;123.0;95.66
ROSAL;217;Fio dagua;ITABAPOANA;;SE;SUDESTE;2007-01-01;311.0;299.66;28.0;26.98
ROSANA;63;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-01-01;190.0;57.71;190.0;57.71
SA CARVALHO;193;Fio dagua;DOCE;;SE;SUDESTE;2007-01-01;141.0;92.27;108.0;70.67
SALTO CAXIAS;82;Fio dagua;IGUACU;;S;SUL;2007-01-01;782.0;110.99;782.0;110.99
SALTO GRANDE CM;134;Fio dagua;DOCE;;SE;SUDESTE;2007-01-01;315.0;138.59;304.0;133.75
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-01-01;74.0;74.01;74.0;74.01
SALTO OSORIO;78;Fio dagua;IGUACU;;S;SUL;2007-01-01;647.0;107.11;647.0;107.11
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;;S;SUL;2007-01-01;872.0;102.72;872.0;102.72
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2007-01-01;64.0;151.36;64.0;151.36
SANTA CECILIA;125;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2007-01-01;0.0;0.0;0.0;0.0
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;;S;SUL;2007-01-01;87.0;114.9;87.0;114.9
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-01-01;3840.0;152.92;3840.0;152.92
SEGREDO;76;Reservatório com Usina;IGUACU;;S;SUL;2007-01-01;818.0;99.37;818.0;99.37
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2007-01-01;1013.0;70.04;1013.0;70.04
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2007-01-01;1368.0;124.33;1368.0;124.33
SOBRADINHO INCR;168;Posto incremental;SAO FRANCISCO;;NE;NORDESTE;2007-01-01;0.0;;0.0;
SOBRAGI;127;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2007-01-01;64.0;80.69;53.0;66.82
STA.CLARA-MG;283;Fio dagua;MUCURI;;SE;SUDESTE;2007-01-01;117.0;148.34;68.0;86.22
TAQUARUÇU;62;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-01-01;199.0;55.46;199.0;55.46
TOCOS;180;Reservatório sem usina;PARAIBA DO SUL;;SE;SUDESTE;2007-01-01;0.0;;0.0;
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;;SE;SUDESTE;2007-01-01;431.0;85.94;431.0;85.94
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2007-01-01;1093.0;177.71;287.0;46.66
TUCURUI;275;Reservatório com Usina;TOCANTINS;;N;NORTE;2007-01-01;4379.0;53.61;4379.0;53.61
VIGARIO;182;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2007-01-01;0.0;;0.0;
VOLTA GRANDE;11;Fio dagua;GRANDE;;SE;SUDESTE;2007-01-01;576.0;108.0;576.0;108.0
XINGO;178;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2007-01-01;5582.0;111.84;5582.0;111.84
A. VERMELHA;18;Reservatório com Usina;GRANDE;;SE;SUDESTE;2007-01-02;2118.0;124.13;2118.0;124.13
AIMORES;143;Fio dagua;DOCE;;SE;SUDESTE;2007-01-02;493.0;126.87;182.0;46.84
B. BONITA;37;Reservatório com Usina;TIETE;;SE;SUDESTE;2007-01-02;158.0;132.79;151.0;126.9
BARIRI;38;Fio dagua;TIETE;;SE;SUDESTE;2007-01-02;162.0;111.31;148.0;101.69
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;;S;SUL;2007-01-02;108.0;41.88;108.0;41.88
BILLINGS;118;Reservatório sem usina;TIETE;;SE;SUDESTE;2007-01-02;0.0;;0.0;
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;;NE;NORDESTE;2007-01-02;149.0;62.26;149.0;62.26
C. DOURADA;32;Fio dagua;PARANAIBA;;SE;SUDESTE;2007-01-02;1312.0;165.64;1312.0;165.64
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-01-02;441.0;144.76;441.0;144.76
C.BRANCO-2;28;Fio dagua;PARANAIBA;;SE;SUDESTE;2007-01-02;0.0;;0.0;
CACONDE;14;Reservatório com Usina;GRANDE;;SE;SUDESTE;2007-01-02;246.0;313.92;246.0;313.92
CAMARGOS;1;Reservatório com Usina;GRANDE;;SE;SUDESTE;2007-01-02;33.0;67.69;33.0;67.69
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;;S;SUL;2007-01-02;0.0;;0.0;
CANA BRAVA;252;Fio dagua;TOCANTINS;;SE;SUDESTE;2007-01-02;421.0;67.47;421.0;67.47
CANDONGA;139;Fio dagua;DOCE;;SE;SUDESTE;2007-01-02;120.0;96.62;120.0;96.62
CANOAS I;52;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-01-02;94.0;88.72;94.0;88.72
CANOAS II;51;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-01-02;80.0;91.48;80.0;91.48
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2007-01-02;430.0;72.21;430.0;72.21
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2007-01-02;335.0;99.95;335.0;99.95
CORUMBA;30;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-01-02;1126.0;249.85;566.0;125.59
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-01-02;239.0;179.95;239.0;179.95
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;;N;NORTE;2007-01-02;17.0;72.61;17.0;72.61
D. FRANCISCA;114;Fio dagua;JACUI;;S;SUL;2007-01-02;53.0;73.12;53.0;73.12
DARDANELOS;310;Fio dagua;AMAZONAS;;SE;SUDESTE;2007-01-02;307.0;71.04;307.0;71.04
E. DA CUNHA;15;Fio dagua;GRANDE;;SE;SUDESTE;2007-01-02;224.0;191.02;224.0;191.02
EDGARD SOUZA;107;Reservatório Com Usina de Bombeamento;TIETE;;SE;SUDESTE;2007-01-02;0.0;;0.0;
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-01-02;1850.0;190.53;1850.0;190.53
ERNESTINA;110;Reservatório sem usina;JACUI;;S;SUL;2007-01-02;0.0;;0.0;
ESPORA;290;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-01-02;41.0;127.95;29.0;90.5
FONTES;132;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2007-01-02;129.0;112.68;129.0;112.68
FUNDÃO;72;Fio dagua;IGUACU;;S;SUL;2007-01-02;89.0;109.8;89.0;109.8
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2007-01-02;223.0;111.27;223.0;111.27
FUNIL-MG;4;Fio dagua;GRANDE;;SE;SUDESTE;2007-01-02;130.0;64.79;130.0;64.79
FURNAS;6;Reservatório com Usina;GRANDE;;SE;SUDESTE;2007-01-02;1343.0;100.07;1343.0;100.07
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;;S;SUL;2007-01-02;572.0;80.48;572.0;80.48
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;;S;SUL;2007-01-02;48.0;28.91;48.0;28.91
GUAPORE;196;Fio dagua;AMAZONAS;;SE;SUDESTE;2007-01-02;60.0;120.0;60.0;120.0
GUARAPIRANGA;117;Reservatório sem usina;TIETE;;SE;SUDESTE;2007-01-02;0.0;;0.0;
GUILM. AMORIM;192;Fio dagua;DOCE;;SE;SUDESTE;2007-01-02;108.0;70.63;108.0;70.63
HENRY BORDEN;119;Fio dagua;TIETE;;SE;SUDESTE;2007-01-02;398.0;108.49;398.0;108.49
I. SOLTEIRA;34;Reservatório com Usina;PARANA;;SE;SUDESTE;2007-01-02;4785.0;139.25;4785.0;139.25
IBITINGA;39;Fio dagua;TIETE;;SE;SUDESTE;2007-01-02;184.0;106.7;162.0;93.94
IGARAPAVA;10;Fio dagua;GRANDE;;SE;SUDESTE;2007-01-02;338.0;108.38;338.0;108.38
ILHA + T. IRMÃOS;44;Reservatório Fictício;PARANA;;SE;SUDESTE;2007-01-02;0.0;;0.0;
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2007-01-02;236.0;104.53;236.0;104.53
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;;SE;SUDESTE;2007-01-02;561.0;111.31;561.0;111.31
ITÁ;92;Fio dagua;URUGUAI;;S;SUL;2007-01-02;426.0;66.54;426.0;66.54
ITAIPU;66;Fio dagua;PARANA;;SE;SUDESTE;2007-01-02;17425.0;113.98;16677.0;109.09
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2007-01-02;2337.0;113.28;2337.0;113.28
ITAPEBI;154;Fio dagua;JEQUITINHONHA;;NE;NORDESTE;2007-01-02;674.0;117.11;674.0;117.11
ITAUBA;113;Fio dagua;JACUI;;S;SUL;2007-01-02;111.0;77.41;111.0;77.41
ITIQUIRA I;304;Fio dagua;PARAGUAI;;SE;SUDESTE;2007-01-02;83.0;107.77;35.0;45.45
ITIQUIRA II;305;Fio dagua;PARAGUAI;;SE;SUDESTE;2007-01-02;135.0;107.67;135.0;107.67
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-01-02;3171.0;173.81;3171.0;173.81
ITUTINGA;2;Fio dagua;GRANDE;;SE;SUDESTE;2007-01-02;41.0;67.74;41.0;67.74
JACUI;112;Fio dagua;JACUI;;S;SUL;2007-01-02;97.0;83.46;97.0;83.46
JAGUARA;9;Fio dagua;GRANDE;;SE;SUDESTE;2007-01-02;861.0;106.71;861.0;106.71
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2007-01-02;20.0;88.67;20.0;88.67
JAURU;195;Fio dagua;PARAGUAI;;SE;SUDESTE;2007-01-02;88.0;98.62;72.0;80.69
JORDÃO;73;Reservatório sem usina;IGUACU;;S;SUL;2007-01-02;0.0;;0.0;
JUPIA;45;Fio dagua;PARANA;;SE;SUDESTE;2007-01-02;2632.0;132.13;2632.0;132.13
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2007-01-02;113.0;116.34;113.0;116.34
L. C. BARRETO;8;Fio dagua;GRANDE;;SE;SUDESTE;2007-01-02;1184.0;106.29;1184.0;106.29
LAJEADO;261;Fio dagua;TOCANTINS;;SE;SUDESTE;2007-01-02;668.0;47.19;668.0;47.19
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;;SE;SUDESTE;2007-01-02;0.0;;0.0;
LIMOEIRO;16;Fio dagua;GRANDE;;SE;SUDESTE;2007-01-02;63.0;191.34;63.0;191.34
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;2007-01-02;674.0;104.25;674.0;104.25
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;2007-01-02;300.0;63.8;300.0;63.8
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;2007-01-02;95.0;60.74;95.0;60.74
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;2007-01-02;1981.0;123.53;1981.0;123.53
MASCARENHAS;144;Fio dagua;DOCE;;SE;SUDESTE;2007-01-02;444.0;134.08;100.0;30.2
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-01-02;525.0;143.64;525.0;143.64
MONTE CLARO;98;Fio dagua;JACUI;;S;SUL;2007-01-02;27.0;45.88;21.0;35.68
MOXOTO;173;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2007-01-02;508.0;113.32;508.0;113.32
N. AVANHANDAVA;42;Fio dagua;TIETE;;SE;SUDESTE;2007-01-02;314.0;100.79;314.0;100.79
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2007-01-02;379.0;100.76;379.0;100.76
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-01-02;720.0;138.56;720.0;138.56
OURINHOS;249;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-01-02;48.0;97.62;47.0;95.59
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2007-01-02;1982.0;113.32;1982.0;113.32
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2007-01-02;2831.0;113.34;2831.0;113.34
P. COLOMBIA;12;Fio dagua;GRANDE;;SE;SUDESTE;2007-01-02;602.0;121.29;582.0;117.26
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2007-01-02;71.0;96.37;71.0;96.37
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;2007-01-02;70.0;88.1;70.0;88.1
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;2007-01-02;44.0;83.45;44.0;83.45
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;2007-01-02;65.0;44.24;65.0;44.24
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2007-01-02;404.0;54.77;404.0;54.77
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2007-01-02;61.0;103.26;61.0;103.26
PICADA;126;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2007-01-02;79.0;113.06;54.0;77.28
PIRAJU;48;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-01-02;86.0;110.4;85.0;109.11
PONTE DE PEDRA;281;Fio dagua;PARAGUAI;;SE;SUDESTE;2007-01-02;217.0;112.35;141.0;73.0
PONTE NOVA;105;Reservatório sem usina;TIETE;;SE;SUDESTE;2007-01-02;0.0;;0.0;
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;2007-01-02;166.0;129.3;104.0;81.0
PORTO PRIMAVERA;46;Fio dagua;PARANA;;SE;SUDESTE;2007-01-02;2288.0;118.59;2179.0;112.94
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;2007-01-02;251.0;109.52;251.0;109.52
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;2007-01-02;50.0;82.7;50.0;82.7
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2007-01-02;128.0;99.55;128.0;99.55
ROSAL;217;Fio dagua;ITABAPOANA;;SE;SUDESTE;2007-01-02;253.0;243.77;-1.0;-0.96
ROSANA;63;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-01-02;214.0;65.0;214.0;65.0
SA CARVALHO;193;Fio dagua;DOCE;;SE;SUDESTE;2007-01-02;119.0;77.87;100.0;65.44
SALTO CAXIAS;82;Fio dagua;IGUACU;;S;SUL;2007-01-02;725.0;102.9;725.0;102.9
SALTO GRANDE CM;134;Fio dagua;DOCE;;SE;SUDESTE;2007-01-02;302.0;132.87;292.0;128.47
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-01-02;94.0;94.02;94.0;94.02
SALTO OSORIO;78;Fio dagua;IGUACU;;S;SUL;2007-01-02;599.0;99.16;599.0;99.16
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;;S;SUL;2007-01-02;818.0;96.36;818.0;96.36
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2007-01-02;47.0;111.15;47.0;111.15
SANTA CECILIA;125;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2007-01-02;0.0;0.0;0.0;0.0
