,Date,Price,change,cmo,ear,ena
739,2007-07-27,16786.09,-0.4,114.6936654,94646.80469,20317.7856
740,2007-07-20,18085.96,-0.6,126.021735,94659.72779,15365.86359
741,2007-07-13,18260.82,-0.3,134.5632612,95835.69276,12535.83257
742,2007-07-06,18109.0,0.75,132.5189058,97693.90218,12244.69967
743,2007-06-29,17756.28,0.54,81.3006445,99496.6841,12718.32844
744,2007-06-22,17661.68,-1.1,74.0639151,101197.16987,13672.26833
745,2007-06-15,17645.18,1.42,108.80776699999998,102724.22636,15074.36209
746,2007-06-08,17128.74,1.92,93.0112964,103868.31134,16670.67263
747,2007-06-01,17117.12,1.6,100.7482302,104230.17762,18414.967
748,2007-05-25,16496.75,2.16,40.2396945,104392.70008,20865.084860000003
749,2007-05-18,16396.56,-0.0,40.67361580000001,104327.3684,18076.78468
750,2007-05-11,16111.62,0.8,33.6143082,104831.72959,17876.14579
751,2007-05-04,15906.15,0.73,53.1560992,105378.52951,19639.54382
752,2007-04-27,15418.76,0.87,57.5971471,105386.01228,23697.8461
753,2007-04-20,15184.54,1.08,53.6380269,105163.03864,21108.31174
754,2007-04-13,14602.72,0.98,53.356872,105420.82091,22328.04819
755,2007-03-30,14011.55,-0.0,0.0,104028.92279,26973.56985
756,2007-03-23,13987.87,1.03,0.0,103055.81877,33459.41064
757,2007-03-16,13224.18,-0.9,0.0,100186.86367,28722.18099
758,2007-03-09,13704.86,0.68,0.0,99254.81657,24887.29157
759,2007-03-02,13484.7,-1.9,0.858132,99799.10635,25635.6906
760,2007-02-23,14220.27,-0.5,0.432612,99940.07107,29535.23275
761,2007-02-16,14206.13,0.18,0.473391,99048.14491,33661.42352
762,2007-02-09,13798.85,-1.3,0.0,97342.21117,39729.88747
763,2007-02-02,13940.93,-0.3,0.0,93743.25415,44911.37303
764,2007-01-26,13971.64,-0.0,1.129401,88054.43309,46002.10119
765,2007-01-19,13682.33,1.71,1.7293134,83003.14683,51264.70939
766,2007-01-12,13626.46,-0.0,25.4235915,75597.19273000001,52259.22678
767,2007-01-05,13444.89,-3.5,27.1050578,68664.15301,46124.56975
768,2006-12-22,13562.93,-0.0,40.2381979,59412.68801,37954.1354
769,2006-12-15,13708.18,-0.2,58.9134674,55390.22689,35947.35863
770,2006-12-08,13396.31,0.55,67.97860320000001,52603.12694,27925.72278
771,2006-12-01,12764.12,-0.8,67.7396265,51348.43317,23520.08272
772,2006-11-24,12825.68,-0.8,68.8336946,50945.20717,16591.36241
773,2006-11-17,12438.81,-0.1,60.6300357,51976.7862,15759.87234
774,2006-11-10,12379.1,0.04,83.93615510000001,53080.85143,21157.55449
775,2006-11-03,12741.24,1.92,61.6421426,53259.74233,14716.95289
776,2006-10-27,12308.62,-0.6,76.18313309999999,55172.94173,14701.60767
777,2006-10-20,12239.92,-0.6,77.3439617,56465.28706,17373.12472
778,2006-10-13,12541.25,-0.0,103.0159872,57062.879550000005,15378.25978
779,2006-10-06,12477.15,-0.4,98.512676,57870.07837,14181.63931
780,2006-09-29,11968.24,0.04,118.6437636,59490.95807,11868.09415
781,2006-09-22,11340.62,0.12,116.3397667,61503.27788,11108.10483
782,2006-09-15,11807.64,0.21,106.8495345,64075.608770000006,9303.36855
783,2006-09-08,12157.65,-0.0,113.4723768,67016.14553,11151.02333
784,2006-09-01,12147.42,2.37,114.8670273,69230.74515,10069.44056
785,2006-08-25,11701.26,1.48,89.1298913,72069.85801,8952.85693
786,2006-08-18,12034.75,-0.4,89.85774810000001,74863.51139,10563.16577
787,2006-08-11,11818.63,-1.0,90.4414221,77530.71374,10140.83172
788,2006-08-04,11582.67,0.86,96.7354776,80495.97309,10808.00311
789,2006-07-28,11373.6,1.2,79.1562495,81392.98606000001,11674.59021
790,2006-07-21,11327.64,-1.2,73.8606145,83624.79096,11703.98886
791,2006-07-14,10943.13,-0.4,76.3853837,85727.17907,12728.31044
792,2006-07-07,11254.17,-1.1,80.0295658,87583.71341000001,12872.47828
793,2006-06-30,11268.62,0.82,63.7752164,89410.76598,13106.74226
794,2006-06-23,10498.22,0.58,64.6603743,91278.67631,13386.81988
795,2006-06-16,10591.4,3.53,53.0699973,93019.51855,13725.14317
796,2006-06-09,11124.96,-1.0,49.1502296,94696.74393,14585.69482
797,2006-06-02,11521.94,0.14,47.3540232,96157.00834,15494.94091
798,2006-05-26,11722.92,1.6,43.69296150000001,97307.6185,17639.10146
799,2006-05-19,11849.47,-0.5,44.1486278,98043.05865,16438.11587
800,2006-05-12,12259.25,-0.5,38.697529,97828.04765,17327.95834
801,2006-05-05,12545.31,0.71,29.1995558,98423.71021,18432.06751
802,2006-04-28,12392.22,0.71,12.9314426,98931.59412,20699.21823
803,2006-04-07,12294.33,-1.5,19.7115181,97558.88546,30272.50787
804,2006-03-31,12147.41,0.82,35.4595867,95681.67654,31166.14974
805,2006-03-24,12763.37,-1.3,13.052394200000002,93085.85665,28070.40388
806,2006-03-17,13002.27,0.29,14.8529244,92194.24724,29228.4136
807,2006-03-10,12435.32,2.25,38.6007324,90822.26286,27191.47889
808,2006-03-03,13032.43,1.13,34.8378931,88786.63104000001,28854.73686
809,2006-02-24,12577.95,1.27,32.1420898,87233.55162,31621.10614
810,2006-02-17,12095.17,0.75,71.7993414,84935.8046,31688.22448
811,2006-02-10,11596.13,2.45,44.9937132,81836.47615,24494.67086
812,2006-02-03,11069.08,0.01,52.3549736,81384.24942000001,23411.58441
813,2006-01-27,11462.85,-2.1,29.4130252,80240.59744,19266.44139
814,2006-01-20,11334.73,0.87,1.657755,80886.50061,22468.53766
815,2006-01-13,10628.76,1.2,1.514142,81244.14619,33391.36597
816,2006-01-06,10360.06,0.9,1.430811,78852.76976000001,35189.97269
817,2005-12-23,9763.14,-0.8,0.6293466000000001,74997.90828,26733.45534
818,2005-12-16,9620.38,0.58,6.329871300000001,73750.47573,35190.49389
819,2005-12-09,9487.96,0.37,13.3517836,70115.48236,31743.75926
820,2005-12-02,9639.38,-1.1,28.2599244,67378.21779000001,25576.02928
821,2005-11-25,9420.02,-0.6,31.7510626,65734.04749,17009.037800000002
822,2005-11-18,9465.63,0.51,22.9924839,66429.82179,14279.56761
823,2005-11-11,9381.47,-1.3,22.2801567,67564.44685000001,14535.56454
824,2005-11-04,9593.76,0.77,32.0104714,68303.70342,15540.41948
825,2005-10-28,9023.54,1.6,33.0547061,68368.19149,12584.13668
826,2005-10-21,9168.2,3.24,27.6289914,69729.22402000001,12184.86849
827,2005-10-14,9475.04,-0.4,25.8823573,71455.34969,12385.37066
828,2005-10-07,9130.26,2.76,24.0723198,72908.01915,13121.42696
829,2005-09-30,9488.25,1.04,19.481100400000003,74269.24365,13761.63481
830,2005-09-23,9303.28,0.62,21.8733989,75235.20598,13439.10719
831,2005-09-16,8910.17,0.95,25.3167343,76406.76030000001,13043.95921
832,2005-09-09,8407.67,2.74,33.149112800000005,78045.19864,12480.08888
833,2005-09-02,8119.39,0.81,39.3213266,79145.71299,12872.47975
834,2005-08-26,7891.56,-1.6,31.2868104,81125.79973,9791.22256
835,2005-08-19,7868.0,-0.3,34.9441827,83238.44262,10177.34339
836,2005-08-12,7775.43,1.13,26.0281942,85194.50682,10851.60301
837,2005-08-05,8013.86,-0.6,26.2913807,87370.18422,11432.94464
838,2005-07-29,7899.76,1.8,27.7762416,89036.12584,13727.99117
839,2005-07-22,7469.97,-2.9,28.5998413,90090.92345,13091.06676
840,2005-07-15,7671.39,-3.3,26.6530732,91380.17687,11969.00694
841,2005-07-08,7234.32,-0.9,21.0854567,92827.56197,13558.64962
842,2005-07-01,7873.25,-0.0,15.776087100000002,93696.6172,15514.93881
843,2005-06-24,7909.29,2.46,23.732780400000003,94355.01768,16766.425900000002
844,2005-06-17,8223.44,1.47,25.9647897,94353.14926,17604.42679
845,2005-06-10,7943.22,3.12,13.580362,95256.82398,15649.60756
846,2005-06-03,8410.85,-1.7,21.4812816,96102.42648,21921.12888
847,2005-05-27,8113.06,4.38,32.428992300000004,95677.21592,24822.7352
848,2005-05-20,7767.12,-1.8,47.05667940000001,94013.52596,15920.357720000002
849,2005-05-13,7479.41,-1.0,36.1750242,95096.416,15755.15386
850,2005-05-06,7610.82,-1.0,35.589893700000005,95985.2156,17623.44089
851,2005-04-29,7387.33,2.27,33.911067,96043.13647,19817.99563
852,2005-04-22,7078.58,-2.1,25.228077000000003,95914.82694,17263.7157
853,2005-04-15,7007.28,-1.9,16.011498,96557.4471,20106.75806
854,2005-04-08,7036.46,-1.8,22.043709,96762.88329,25640.26855
855,2005-04-01,7176.33,0.42,4.827879,95857.56717,30165.14999
856,2005-03-18,7124.0,-1.8,13.6667373,91855.65047,28148.058360000003
857,2005-03-11,7137.69,-1.4,4.3349850000000005,90248.7413,25770.40587
858,2005-03-04,7311.54,0.18,7.7776215,89327.01854,28663.63733
859,2005-02-25,7417.31,-0.9,2.0070360000000003,87412.59022,23775.1692
860,2005-02-18,7169.36,-0.9,1.225143,86772.59328,26540.95818
861,2005-02-11,7224.67,-0.4,0.6560100000000001,85862.22506,25285.31849
862,2005-02-04,7151.01,4.76,0.540765,85413.64406,31455.52691
863,2005-01-28,6408.02,-1.0,1.5057051,82862.29883,31140.87738
864,2005-01-21,6407.45,1.4,1.7733588,80474.87313,37984.06506
865,2005-01-14,6660.59,-0.3,7.6214002,76597.96268000001,29017.4357
866,2005-01-07,6623.89,1.73,1.0245122000000002,73891.86839,29144.70585
