,Date,Price,change,cmo,ear,ena,DT_COMPTC,IBOV,Dol,NDX,SPX,Fluxo
30,2020-09-25,70607.48,-0.2,93.0402471,46783.26735045,7418.799882560001,2020-09-25,96999.4,5.5627,11151.13,3298.46,-19.796
31,2020-09-18,70666.08,-1.6,79.8932816,49969.978377390005,7536.63747184,2020-09-18,98289.7,5.3899,10936.98,3319.47,295.655
32,2020-09-11,70934.89,-1.7,67.64821090000001,52984.64308343,8968.86744292,2020-09-11,98363.2,5.3193,11087.4,3340.97,304.643
33,2020-09-04,72487.91,0.08,61.5117412,55592.76699098,10441.86503641,2020-09-04,101241.7,5.3018,11622.13,3426.96,764.523
34,2020-08-28,73217.55,1.16,54.13657430000001,57730.97007372,13141.27673203,2020-08-28,102142.9,5.3893,11995.85,3508.01,1021.086
35,2020-08-21,72236.95,1.26,86.0669865,58796.69105461,15403.21479936,2020-08-21,101521.3,5.621,11555.16,3397.16,578.82
36,2020-08-14,72113.22,0.57,94.1191612,60082.87593712,10389.32234294,2020-08-14,101353.5,5.4229,11164.45,3372.85,194.659
37,2020-08-07,75172.68,-1.2,86.12968000000001,62284.25533053,10468.1110777,2020-08-07,102775.5,5.4383,11139.39,3351.28,100.013
38,2020-07-31,76523.66,0.5,88.4394966,64130.32344642,11240.98560466,2020-07-31,102912.2,5.2225,10905.88,3271.12,415.046
39,2020-07-24,74902.65,-0.3,85.3265811,66004.19659438,11949.76455443,2020-07-24,102381.6,5.2319,10483.13,3215.63,633.368
40,2020-07-17,74360.87,2.46,83.1789727,67397.91231685001,14281.42146305,2020-07-17,102888.3,5.3863,10645.22,3224.73,231.271
41,2020-07-10,72050.39,0.05,81.8783624,68420.69069943001,17587.17701127,2020-07-10,100031.8,5.3258,10836.33,3185.04,623.468
42,2020-07-03,71605.19,1.21,93.3645837,69053.97946786,17768.820612080002,2020-07-03,96764.9,5.314,10341.89,3130.01,69.311
43,2020-06-26,68502.85,-1.5,110.5092774,69886.51070424,14756.24541413,2020-06-26,93834.5,5.4844,9849.36,3009.05,513.533
44,2020-06-19,70358.71,1.29,116.4698665,71020.02884369,16278.38757955,2020-06-19,96572.1,5.3119,10008.64,3097.74,62.557
45,2020-06-12,68313.62,-1.3,85.39339050000001,71192.01334620001,19188.7508675,2020-06-12,92795.3,5.0504,9663.77,3041.31,475.894
46,2020-06-05,67879.29,0.56,77.721417,71211.02961807,17537.07015533,2020-06-05,94637.1,4.9609,9824.39,3193.93,6.949
47,2020-05-29,66370.28,-0.3,69.71554950000001,71739.78226624,18863.29837714,2020-05-29,87402.6,5.337,9555.52,3044.31,-288.708
48,2020-05-22,62077.59,0.91,60.8066505,71499.15287751,19592.32415757,2020-05-22,82173.2,5.5334,9413.99,2955.45,153.924
