,Date,Price,change
4139,2005-12-15,9564.55,-1.3
4140,2005-12-14,9694.7,0.3
4141,2005-12-13,9665.65,1.47
4142,2005-12-12,9526.0,0.4
4143,2005-12-09,9487.96,0.37
4144,2005-12-08,9453.13,-0.9
4145,2005-12-07,9546.31,-1.4
4146,2005-12-06,9681.67,1.94
4147,2005-12-05,9497.64,-1.4
4148,2005-12-02,9639.38,-1.1
4149,2005-12-01,9751.03,1.3
4150,2005-11-30,9625.49,2.12
4151,2005-11-29,9425.39,0.73
4152,2005-11-28,9357.48,-0.6
4153,2005-11-25,9420.02,-0.6
4154,2005-11-24,9476.87,0.52
4155,2005-11-23,9427.99,0.45
4156,2005-11-22,9385.35,0.4
4157,2005-11-21,9347.77,-1.2
4158,2005-11-18,9465.63,0.51
4159,2005-11-17,9417.72,0.59
4160,2005-11-16,9362.18,0.06
4161,2005-11-14,9356.15,-0.2
4162,2005-11-11,9381.47,-1.3
4163,2005-11-10,9506.86,0.49
4164,2005-11-09,9460.24,-0.8
4165,2005-11-08,9539.95,-0.8
4166,2005-11-07,9622.47,0.3
4167,2005-11-04,9593.76,0.77
4168,2005-11-03,9520.91,0.26
4169,2005-11-01,9495.82,2.3
4170,2005-10-31,9281.9,2.86
4171,2005-10-28,9023.54,1.6
4172,2005-10-27,8881.43,-2.0
4173,2005-10-26,9071.26,-0.6
4174,2005-10-25,9132.31,-0.2
4175,2005-10-24,9155.87,-0.1
4176,2005-10-21,9168.2,3.24
4177,2005-10-20,8880.69,-3.5
4178,2005-10-19,9210.69,0.16
4179,2005-10-18,9195.96,-3.5
4180,2005-10-17,9530.3,0.58
4181,2005-10-14,9475.04,-0.4
4182,2005-10-13,9514.75,-0.3
4183,2005-10-11,9545.31,1.91
4184,2005-10-10,9366.02,2.58
4185,2005-10-07,9130.26,2.76
4186,2005-10-06,8884.7,-2.4
4187,2005-10-05,9108.26,-2.8
4188,2005-10-04,9377.92,-1.2
4189,2005-10-03,9498.55,0.11
4190,2005-09-30,9488.25,1.04
4191,2005-09-29,9390.27,0.72
4192,2005-09-28,9323.4,2.34
4193,2005-09-27,9110.47,-0.8
4194,2005-09-26,9189.65,-1.2
4195,2005-09-23,9303.28,0.62
4196,2005-09-22,9245.59,-0.1
4197,2005-09-21,9263.05,1.42
4198,2005-09-20,9133.74,0.59
4199,2005-09-19,9080.23,1.91
4200,2005-09-16,8910.17,0.95
4201,2005-09-15,8826.51,2.57
4202,2005-09-14,8604.94,1.71
4203,2005-09-13,8460.25,0.63
4204,2005-09-12,8407.43,0.0
4205,2005-09-09,8407.67,2.74
4206,2005-09-08,8183.55,-0.9
4207,2005-09-06,8258.43,1.01
4208,2005-09-05,8176.24,0.7
4209,2005-09-02,8119.39,0.81
4210,2005-09-01,8054.44,-0.7
4211,2005-08-31,8112.83,1.49
4212,2005-08-30,7993.41,0.3
4213,2005-08-29,7969.79,0.99
4214,2005-08-26,7891.56,-1.6
4215,2005-08-25,8021.64,2.19
4216,2005-08-24,7849.6,-0.4
4217,2005-08-23,7887.45,-1.8
4218,2005-08-22,8034.93,2.12
4219,2005-08-19,7868.0,-0.3
4220,2005-08-18,7898.44,-1.8
4221,2005-08-17,8046.09,1.82
4222,2005-08-16,7902.39,-0.4
4223,2005-08-15,7941.12,2.13
4224,2005-08-12,7775.43,1.13
4225,2005-08-11,7688.44,-3.0
4226,2005-08-10,7931.55,-1.6
4227,2005-08-09,8063.61,1.52
4228,2005-08-08,7943.09,-0.8
4229,2005-08-05,8013.86,-0.6
4230,2005-08-04,8063.62,-1.7
4231,2005-08-03,8209.14,0.41
4232,2005-08-02,8175.26,2.53
4233,2005-08-01,7973.7,0.94
4234,2005-07-29,7899.76,1.8
4235,2005-07-28,7759.89,3.93
4236,2005-07-27,7466.43,1.32
4237,2005-07-26,7369.32,2.03
4238,2005-07-25,7222.48,-3.3
4239,2005-07-22,7469.97,-2.9
4240,2005-07-21,7693.46,-0.5
4241,2005-07-20,7735.18,2.31
4242,2005-07-19,7560.24,-1.9
4243,2005-07-18,7713.55,0.55
4244,2005-07-15,7671.39,-3.3
4245,2005-07-14,7940.53,1.68
4246,2005-07-13,7809.32,0.6
4247,2005-07-12,7762.71,2.88
4248,2005-07-11,7545.61,4.3
4249,2005-07-08,7234.32,-0.9
4250,2005-07-07,7301.74,-0.1
4251,2005-07-06,7311.32,-2.5
4252,2005-07-05,7505.73,-3.3
4253,2005-07-04,7762.45,-1.4
4254,2005-07-01,7873.25,-0.0
4255,2005-06-30,7878.97,1.43
4256,2005-06-29,7767.89,-0.5
4257,2005-06-28,7810.5,-0.9
4258,2005-06-27,7885.84,-0.3
4259,2005-06-24,7909.29,2.46
4260,2005-06-23,7719.34,-5.8
4261,2005-06-22,8194.22,-0.5
4262,2005-06-21,8235.33,0.2
4263,2005-06-20,8218.87,-0.0
4264,2005-06-17,8223.44,1.47
4265,2005-06-16,8104.35,1.3
4266,2005-06-15,8000.28,-2.8
4267,2005-06-14,8232.57,3.39
4268,2005-06-13,7962.32,0.24
4269,2005-06-10,7943.22,3.12
4270,2005-06-09,7703.25,-1.7
4271,2005-06-08,7838.29,-0.5
4272,2005-06-07,7877.97,-1.7
4273,2005-06-06,8015.46,-4.7
4274,2005-06-03,8410.85,-1.7
4275,2005-06-02,8556.41,2.38
4276,2005-06-01,8357.27,3.68
4277,2005-05-31,8060.62,-0.5
4278,2005-05-30,8103.66,-0.1
4279,2005-05-27,8113.06,4.38
4280,2005-05-25,7772.91,0.18
4281,2005-05-24,7759.33,1.05
4282,2005-05-23,7678.5,-1.1
4283,2005-05-20,7767.12,-1.8
4284,2005-05-19,7915.3,0.84
4285,2005-05-18,7849.33,2.74
4286,2005-05-17,7639.92,0.96
4287,2005-05-16,7567.25,1.17
4288,2005-05-13,7479.41,-1.0
4289,2005-05-12,7560.95,-0.9
4290,2005-05-11,7636.86,1.73
4291,2005-05-10,7506.99,-1.9
4292,2005-05-09,7657.8,0.62
4293,2005-05-06,7610.82,-1.0
4294,2005-05-05,7689.45,-0.4
4295,2005-05-04,7720.76,6.01
4296,2005-05-03,7282.73,-0.3
4297,2005-05-02,7311.35,-1.0
4298,2005-04-29,7387.33,2.27
4299,2005-04-28,7223.62,-2.8
4300,2005-04-27,7437.87,1.03
4301,2005-04-26,7361.9,1.5
4302,2005-04-25,7252.84,2.46
4303,2005-04-22,7078.58,-2.1
4304,2005-04-20,7231.53,-1.6
4305,2005-04-19,7353.92,3.34
4306,2005-04-18,7116.3,1.56
4307,2005-04-15,7007.28,-1.9
4308,2005-04-14,7144.84,-2.8
4309,2005-04-13,7350.81,0.65
4310,2005-04-12,7303.03,2.93
4311,2005-04-11,7095.28,0.84
4312,2005-04-08,7036.46,-1.8
4313,2005-04-07,7170.81,2.86
4314,2005-04-06,6971.36,-1.3
4315,2005-04-05,7067.87,0.91
4316,2005-04-04,7004.43,-2.4
4317,2005-04-01,7176.33,0.42
4318,2005-03-31,7146.24,-0.1
4319,2005-03-30,7154.06,2.22
4320,2005-03-29,6998.62,0.61
4321,2005-03-28,6956.46,-0.5
4322,2005-03-24,6991.45,0.66
4323,2005-03-23,6945.43,-0.1
4324,2005-03-22,6953.03,-3.5
4325,2005-03-21,7210.77,1.22
4326,2005-03-18,7124.0,-1.8
4327,2005-03-17,7257.37,0.27
4328,2005-03-16,7238.17,2.44
4329,2005-03-15,7065.44,-1.8
4330,2005-03-14,7199.71,0.87
4331,2005-03-11,7137.69,-1.4
4332,2005-03-10,7244.96,1.1
4333,2005-03-09,7165.85,-0.8
4334,2005-03-08,7230.03,-1.0
4335,2005-03-07,7304.13,-0.1
4336,2005-03-04,7311.54,0.18
4337,2005-03-03,7298.04,-0.5
4338,2005-03-02,7341.34,-0.0
4339,2005-03-01,7342.23,-1.1
4340,2005-02-28,7423.92,0.09
4341,2005-02-25,7417.31,-0.9
4342,2005-02-24,7487.55,3.84
4343,2005-02-23,7210.9,1.51
4344,2005-02-22,7103.95,-1.2
4345,2005-02-21,7195.2,0.36
4346,2005-02-18,7169.36,-0.9
4347,2005-02-17,7239.93,3.07
4348,2005-02-16,7024.6,-1.6
4349,2005-02-15,7145.53,0.11
4350,2005-02-14,7137.93,-1.2
4351,2005-02-11,7224.67,-0.4
4352,2005-02-10,7258.89,0.46
4353,2005-02-09,7225.59,1.04
4354,2005-02-04,7151.01,4.76
4355,2005-02-03,6825.79,3.0
4356,2005-02-02,6627.13,3.43
4357,2005-02-01,6407.54,-1.4
4358,2005-01-31,6501.48,1.46
4359,2005-01-28,6408.02,-1.0
4360,2005-01-27,6477.55,-3.2
4361,2005-01-26,6691.47,1.31
4362,2005-01-24,6605.15,3.09
4363,2005-01-21,6407.45,1.4
4364,2005-01-20,6318.76,-2.8
4365,2005-01-19,6500.48,0.54
4366,2005-01-18,6465.84,-2.0
4367,2005-01-17,6603.31,-0.8
4368,2005-01-14,6660.59,-0.3
4369,2005-01-13,6683.25,0.35
4370,2005-01-12,6659.95,0.81
4371,2005-01-11,6606.42,1.33
4372,2005-01-10,6519.87,-1.5
4373,2005-01-07,6623.89,1.73
4374,2005-01-06,6511.44,-0.8
4375,2005-01-05,6569.65,-0.3
4376,2005-01-04,6594.56,-3.7
4377,2005-01-03,6848.3,-1.4
